Field_Target,Field_Ref,Column,Mean_Target,Mean_Ref,Pooled_Std,MeanDiff,CohenD,Effect_Size
corhscigeo,All other fields,nonf_vth,1.4878,1.9427,1.8355,-0.4549,-0.2478299813735369,small
corhscigeo,All other fields,att_vth,0.443,0.4722,0.8443,-0.0291,-0.03452281786620994,negligible
corhscigeo,All other fields,fact_vth,1.8248,2.0613,2.1257,-0.2365,-0.1112648258799605,negligible
corhscigeo,All other fields,lkly_vth,1.2239,1.4384,1.6258,-0.2145,-0.1319197927812986,negligible
corhscigeo,All other fields,att_jth,0.1887,0.2043,0.4975,-0.0156,-0.03145225089101908,negligible
corhscigeo,All other fields,fact_jth,0.083,0.0916,0.3212,-0.0085,-0.02658166926639043,negligible
corhscigeo,All other fields,lkly_jth,0.5235,0.6922,1.3618,-0.1687,-0.12386980565890329,negligible
corhscigeo,All other fields,nfct_nth,0.0052,0.0441,0.2224,-0.0389,-0.17485816835402537,negligible
corhscigeo,All other fields,att_nth,0.0083,0.0403,0.194,-0.032,-0.16499994458074838,negligible
corhscigeo,All other fields,fct_nth,0.1778,0.2295,0.6081,-0.0516,-0.08491590385710661,negligible
corhscigeo,All other fields,lkly_nth,0.0922,0.3048,0.7137,-0.2127,-0.29798715773839346,small
corhscigeo,All other fields,spch_vto,0.1239,0.2978,0.6939,-0.1739,-0.25058517006150316,small
corhscigeo,All other fields,mntl_vto,0.4948,0.4407,0.8092,0.0541,0.06679665011909038,negligible
corhscigeo,All other fields,dsre_vto,0.6283,0.8241,1.1362,-0.1959,-0.17238812226528866,negligible
corhscigeo,All other fields,efrt_vto,1.1278,1.1415,1.3487,-0.0136,-0.010120663541488406,negligible
corhscigeo,All other fields,prob_vto,0.4748,0.491,0.9099,-0.0163,-0.01787771167004468,negligible
corhscigeo,All other fields,x1_jto,0.6422,0.6229,1.2811,0.0193,0.01505868863090286,negligible
corhscigeo,All other fields,x2_jto,0.2383,0.3523,0.7314,-0.114,-0.15587907945750326,negligible
corhscigeo,All other fields,x3_jto,0.0035,0.013,0.1101,-0.0095,-0.08675534780769871,negligible
corhscigeo,All other fields,x4_jto,0.2965,0.2597,0.6122,0.0368,0.06010548934640526,negligible
corhscigeo,All other fields,x5_jto,0.1839,0.2671,0.5944,-0.0832,-0.13992046329079663,negligible
corhscigeo,All other fields,all_nto,0.3848,0.768,1.3028,-0.3833,-0.29416650993236443,small
corhscigeo,All other fields,nonfadvl,0.9857,0.7837,1.0538,0.202,0.1916769064537555,negligible
corhscigeo,All other fields,atadvl,0.0674,0.0623,0.2564,0.0051,0.019827753331028798,negligible
corhscigeo,All other fields,fctadvl,0.383,0.4599,0.8572,-0.0769,-0.08970699078985753,negligible
corhscigeo,All other fields,lklydvl,0.1835,0.2937,0.6753,-0.1102,-0.16324695012513749,negligible
corhscigeo,All other fields,all_vth,4.9822,5.9144,3.8259,-0.9323,-0.24367356359294248,small
corhscigeo,All other fields,all_jth,0.7961,0.988,1.5043,-0.1919,-0.12756615900568416,negligible
corhscigeo,All other fields,all_nth,0.2843,0.6184,1.0258,-0.3341,-0.3256868606049784,small
corhscigeo,All other fields,all_th,6.0622,7.5213,4.7454,-1.4592,-0.30748783731236023,small
corhscigeo,All other fields,all_vto,2.8565,3.1949,2.367,-0.3384,-0.14297526100149374,negligible
corhscigeo,All other fields,all_jto,1.3657,1.5154,1.7645,-0.1497,-0.08485158136030696,negligible
corhscigeo,All other fields,all_to,4.607,5.4782,3.605,-0.8713,-0.24168349646183482,small
corhscigeo,All other fields,all_advl,1.62,1.5999,1.6216,0.0201,0.012399517624622122,negligible
corhscigeo,All other fields,act_ipv,0.0026,0.0067,0.1022,-0.0041,-0.04041541938967876,negligible
corhscigeo,All other fields,act_tpv,0.1887,0.2693,0.7337,-0.0806,-0.1098476403412669,negligible
corhscigeo,All other fields,mentalpv,0.0113,0.0108,0.1065,0.0005,0.004592233744675665,negligible
corhscigeo,All other fields,commpv,0.0426,0.0492,0.2709,-0.0066,-0.024335998435672457,negligible
corhscigeo,All other fields,occurpv,0.0,0.0023,0.0967,-0.0023,-0.023689082203118345,negligible
corhscigeo,All other fields,copulapv,0.0183,0.0153,0.1329,0.0029,0.022154063226381405,negligible
corhscigeo,All other fields,aspectpv,0.0,0.0078,0.0694,-0.0078,-0.11239798184603714,negligible
corhscigeo,All other fields,humann,2.6783,5.2374,6.2138,-2.5592,-0.41184935537612666,small
corhscigeo,All other fields,prcessn,20.8022,20.8995,11.1469,-0.0973,-0.008730648968303759,negligible
corhscigeo,All other fields,cognitn,5.843,7.2377,5.2216,-1.3946,-0.26709096068219973,small
corhscigeo,All other fields,abstrcn,28.6252,32.8423,15.3144,-4.2171,-0.2753649847086122,small
corhscigeo,All other fields,concrtn,8.973,8.2645,7.259,0.7085,0.09760273093540311,negligible
corhscigeo,All other fields,tccncrt,8.1391,6.2586,6.5313,1.8806,0.2879304449749734,small
corhscigeo,All other fields,quann,8.9183,7.4156,6.3068,1.5027,0.23826450827762913,small
corhscigeo,All other fields,placen,15.6813,4.6318,5.8152,11.0495,1.9001211873922548,large
corhscigeo,All other fields,groupn,2.3543,2.5633,4.4374,-0.2089,-0.04708730623332137,negligible
corhscigeo,All other fields,sizej,2.9835,2.0713,2.6614,0.9122,0.3427639275896681,small
corhscigeo,All other fields,timej,0.7287,0.8001,1.6153,-0.0714,-0.044225662166446564,negligible
corhscigeo,All other fields,colorj,0.0722,0.1059,0.5441,-0.0338,-0.06206371330768717,negligible
corhscigeo,All other fields,evalj,1.0409,0.8668,1.3793,0.1741,0.1262301951372059,negligible
corhscigeo,All other fields,relatnj,5.5213,5.1095,3.4425,0.4118,0.11963569915790423,negligible
corhscigeo,All other fields,topicj,6.0661,6.4375,7.6143,-0.3714,-0.04877568979611877,negligible
corhscigeo,All other fields,actv,16.5452,16.4778,6.3522,0.0674,0.01060747328647784,negligible
corhscigeo,All other fields,commv,4.7096,6.215,4.0412,-1.5054,-0.37251736044642664,small
corhscigeo,All other fields,mentalv,10.6617,12.9006,5.601,-2.2388,-0.39972059648969444,small
corhscigeo,All other fields,causev,2.7222,2.6544,2.427,0.0678,0.027915550502775343,negligible
corhscigeo,All other fields,occurv,3.2543,2.5669,2.3481,0.6874,0.29274898564305113,small
corhscigeo,All other fields,existv,8.2313,8.6811,4.0818,-0.4498,-0.11019100828592088,negligible
corhscigeo,All other fields,aspectv,0.607,0.784,1.1817,-0.177,-0.14978873648212296,negligible
