Field_Target,Field_Ref,Column,Mean_Target,Mean_Ref,Pooled_Std,MeanDiff,CohenD,Effect_Size
corllartslin,All other fields,tccncrt,12.062,6.0198,6.3931,6.0422,0.9451,large
corllartslin,All other fields,rel_pipe,1.252,0.8165,1.1835,0.4354,0.3679,small
corllartslin,All other fields,sub_cnd,1.3201,0.8507,1.318,0.4694,0.3561,small
corllartslin,All other fields,vcmp,5.6258,4.4247,3.4914,1.2011,0.344,small
corllartslin,All other fields,finlprep,1.0367,0.6218,1.2285,0.4149,0.3378,small
corllartslin,All other fields,all_nth,0.9245,0.5793,1.0256,0.3451,0.3365,small
corllartslin,All other fields,fctadvl,0.7253,0.439,0.8547,0.2863,0.3349,small
corllartslin,All other fields,all_advl,2.0965,1.5708,1.6169,0.5257,0.3251,small
corllartslin,All other fields,advs,32.2664,29.0757,10.0347,3.1907,0.318,small
corllartslin,All other fields,existv,9.8734,8.5808,4.0721,1.2925,0.3174,small
corllartslin,All other fields,it,4.7878,3.7973,3.1412,0.9905,0.3153,small
corllartslin,All other fields,tm_adv,2.2476,1.7387,1.7793,0.5089,0.286,small
corllartslin,All other fields,att_nth,0.0891,0.0353,0.1938,0.0537,0.2773,small
corllartslin,All other fields,wcount,1913.3624,1559.7566,1279.2028,353.6059,0.2764,small
corllartslin,All other fields,allmodal,9.0528,7.6634,5.3164,1.3894,0.2613,small
corllartslin,All other fields,conjncts,7.2197,6.2817,3.85,0.938,0.2436,small
corllartslin,All other fields,all_vth,6.7376,5.8071,3.8259,0.9304,0.2432,small
corllartslin,All other fields,all_th,8.5,7.3723,4.7504,1.1277,0.2374,small
corllartslin,All other fields,lkly_nth,0.4493,0.283,0.7144,0.1663,0.2328,small
corllartslin,All other fields,nec_mod,1.2891,0.9513,1.4923,0.3378,0.2264,small
corllartslin,All other fields,pres,59.0969,54.8205,18.9186,4.2765,0.226,small
corllartslin,All other fields,agls_psv,13.7703,12.1789,7.0436,1.5915,0.2259,small
corllartslin,All other fields,prd_mod,1.986,1.5507,1.9986,0.4353,0.2178,small
corllartslin,All other fields,downtone,2.8148,2.4052,1.9367,0.4097,0.2115,small
corllartslin,All other fields,sub_othr,4.3223,3.8167,2.4927,0.5056,0.2028,small
corllartslin,All other fields,amplifr,1.6092,1.2917,1.5757,0.3175,0.2015,small
